artist,bio,listeners,playcount,similar_artist
Valira,"Valira es el nuevo proyecto de Juan Zanza, guitarrista de La Raíz. Tras
el parón de la banda, el artista se lanza este 2019 con un buen puñado
de canciones propias que darán forma al primer disco del grupo a
mediados de Marzo. Valira defenderá en directo su repertorio por salas
y festivales, con Zanza como frontman centrado en la voz y, sin olvidar
la guitarra, liderando una potente banda de rock.

After Spanish #1 mestizo band La Raíz decided to halt their musical <a href=""https://www.last.fm/music/Valira"">Read more on Last.fm</a>",3639,84884,"['Ciudad Jara', 'Nativa', 'Smoking Souls', 'Ultraligera', 'Carmen 113']"
Joan Manuel Serrat,"Joan Manuel Serrat i Teresa (born December 27, 1943 in Barcelona) is a Catalan singer-songwriter.

Catalan singer-songwriter Joan Manuel Serrat got involved in music at the age of 17, when he got his first guitar, to which he dedicates one of his earliest songs, ""Una guitarra.""

In early 60's the young artist participated in a pop band playing along with classmates at Barcelona's Agronomy School, doing mainly Beatles stuff and Italian 'pop-of-the-era' songs translated to Spanish. <a href=""https://www.last.fm/music/Joan+Manuel+Serrat"">Read more on Last.fm</a>",191257,3421956,"['Luis Eduardo Aute', 'Pablo Milanés', 'Alberto Cortez', 'Joaquín Sabina', 'Silvio Rodríguez']"
Parcels,"Parcels is an electro-pop boys quintet formed in Australia, now based in Berlin. They are a Berlin-based band composed of Louie Swain (keyboards), Patrick Hetherington (keyboards), Noah Hill (bass), Anatole ""Toto"" Serret (drums) and Jules Crommelin (guitar), who migrated there from Australia. The band formed in 2014 while at high school in Byron Bay, Australia, and are now based in Berlin, Germany.

Discography:
2015: Clockscared EP
2017: Hideout EP
2018: Parcels LP <a href=""https://www.last.fm/music/+noredirect/Parcels"">Read more on Last.fm</a>",766601,22648429,[]
daste.,"daste. are a trio from the Gold Coast Australia who make chilled R&B/Soul music that can be likened to a mix between Tora, Parcels, Two Another and Leisure.

Braxton and Tyler became friends in high school and then met Callum at a “Popular Music” degree at Griffith University. They quickly developed a connection thorough similar tastes in music, and after performing with a local band called “ANNY” for a few months they started playing around with a few ideas amongst them, and this inevitably led to the formation of daste. <a href=""https://www.last.fm/music/daste."">Read more on Last.fm</a>",264614,1466752,"['Pale Jay', 'Aaron Taylor', 'Sunni Colón', 'Carrtoons', 'Two Another']"
Darlingside,"Darlingside is an American indie folk quartet based in Massachusetts, United States. The band consists of Don Mitchell (vocals, guitar, banjo), Auyon Mukharji (vocals, violin, mandolin), Harris Paseltiner (vocals, cello, guitar), and David Senft (vocals, bass).

Formed at Williams College as a ""string rock"" five-piece featuring Sam Kapala (drums), the group self-produced their debut EP, EP 1, in 2010. In 2012, they released their first full-length album, Pilot Machines. <a href=""https://www.last.fm/music/Darlingside"">Read more on Last.fm</a>",166555,1394381,"['Austin Basham', 'Tall Heights', 'Beta Radio', 'Matthew and the Atlas', 'Birdtalker']"
Ten Fé,"London duo Ten Fé is named after the Spanish for “have faith.""  Members are are Ben Moorhouse and Leo Duncan.  Their music is described in NME as having ""one eye on the radio-friendly soft rock of The 1975, the other on the on-the-road rock of cult US group The War On Drugs.""
(See https://www.nme.com/reviews/album/ten-fe-hit-light-review ) <a href=""https://www.last.fm/music/Ten+F%C3%A9"">Read more on Last.fm</a>",141927,1159134,"['The War on Drugs', 'Everyone Says Hi', 'Sons of the East', 'The Boxer Rebellion', 'The Haunted Youth']"
Kakkmaddafakka,"KAKKMADDAFAKKA is a Norwegian indie rock band formed and based in Bergen. They are known for their high energy live performances and their pioneering use of social media, and are somewhat of an anomaly in today's music scene. Their sound is almost impossible to categorize, containing elements from almost all the musical movements of the past century.

The band was formed by brothers Axel and Pål Vindenes, together with school friends Jonas Nielsen and Stian Sævig. <a href=""https://www.last.fm/music/Kakkmaddafakka"">Read more on Last.fm</a>",328706,5900290,"['Satellite Stories', 'The Whitest Boy Alive', 'Pompeya', 'Kings of Convenience', 'Zimmer90']"
Glas,"Glas is a duo from Denmark consisting of Lisbet Fritze and Louise Foo, who are both former members of Giana Factory. After a long break from working with each other, they reunited as Glas in 2023. Their debut album ""Kisses Like Feathers"" was released in 2024. <a href=""https://www.last.fm/music/Glas"">Read more on Last.fm</a>",4765,52120,"['Johan Baeckström', 'Kennelklubben', 'Vogon Poetry', 'Train to Spain', 'Amor Butano']"
Big Thief,"Big Thief is an American indie rock band with folk roots. The band is based in Brooklyn, New York, and comprises Adrianne Lenker, Buck Meek, and James Krivchenia.
Big Thief's music, rooted in the songs of Adrianne Lenker, paints in vivid tones ""the process of harnessing pain, loss, and love, while simultaneously letting go, looking into your own eyes through someone else's, and being okay with the inevitability of death,"" says Adrianne.

 Masterpiece <a href=""https://www.last.fm/music/Big+Thief"">Read more on Last.fm</a>",1622141,117278523,"['Adrianne Lenker', 'Buck Meek', 'Haley Heynderickx', 'Cameron Winter', 'Lomelda']"
Mykki Blanco,"It's been just over a decade since the moniker ‘Mykki Blanco’ was created — first as a video art project portraying a teenage female character (inspired by Lil Kim’s ‘Kimmy Blanco’ alter ego) posting vlogs and raps on social media, but it inevitably evolved into a vehicle of self-discovery in the artist’s journey of forming their personal self-identity. One of the first Mykki Blanco tracks released was Wavvy in 2012, and it was on and popping from there. <a href=""https://www.last.fm/music/Mykki+Blanco"">Read more on Last.fm</a>",159388,1759336,"['Quay Dash', 'Zebra Katz', 'Cakes Da Killa', 'JUNGLEPUSSY', 'Leikeli47']"
Víctor Rutty," <a href=""https://www.last.fm/music/V%C3%ADctor+Rutty"">Read more on Last.fm</a>",9,29,[]
Buika,"Buika (b.1972) is a Spanish singer. Her music mixes flamenco with soul, jazz ,and funk.

Born Concha Buika in Palma de Mallorca, Spain, her family came from Equatorial Guinea; she grew up among gypsy people. Ever since she was a child her musical talent was evident, but it was after a visit to London to study drama when, after being invited to a Pat Metheny concert that her life changed. From that moment she began her musical career. During the 1990s she took part in different productions <a href=""https://www.last.fm/music/Buika"">Read more on Last.fm</a>",116244,1580273,"['Diego El Cigala', 'Musica Nuda', 'Sílvia Pérez Cruz', 'Cesária Évora', 'Yasmin Levy']"
Cuco,"There are at least two artists who use this name:

1. Omar Banos, known as Cuco, is a Mexican-American singer-songwriter and producer from Hawthorne, California, born on June 26, 1998.

He began playing instruments at age eight, mastering trumpet, guitar, keyboard, drums, bass, mellophone, and French horn. In high school, he played in the marching and jazz bands. After graduating, he uploaded a slide guitar cover of Sleep Walk by Santo & Johnny on YouTube and started producing music at home, releasing it on Bandcamp and SoundCloud. <a href=""https://www.last.fm/music/Cuco"">Read more on Last.fm</a>",1200628,40983934,"['Los Retros', 'boy pablo', 'mellow fellow', 'Banes World', 'Strawberry Guy']"
SYML,"Translated as “simple” in Welsh, SYML is the creation of Brian Fennell, Seattle-native and founding member of the band Barcelona. With a keen grasp on textural and emotive songwriting, Fennell combines bare piano, minimalist synth and string-scapes, and etherial vocals to create the sounds of SYML. Accumulating many previous placements in TV and film with Barcelona, Fennell is no stranger to crafting songs that evoke movement and image when you close your eyes. <a href=""https://www.last.fm/music/SYML"">Read more on Last.fm</a>",1243679,24222034,"['Haux', 'Vancouver Sleep Clinic', 'Haevn', 'mehro', 'Aquilo']"
La Prohibida,"Bambino cantaba aquello de ""soy lo prohibido"".

Ella es La Prohibida. Y además, canta.

Emperatriz de las noches más locas, musa de los tugurios y la presencia escénica más brillante del underground español.  Quizá la hayas visto presentando a Fangoria o incluso actuar con ellos. A lo mejor la has visto en algún cortometraje de culto y puede que hayas oído hablar de esas fiestas, las de ""En plan travesti"", que ella misma ideó y que hoy causan furor en Madrid y demás ciudades españolas por las que pasan. <a href=""https://www.last.fm/music/La+Prohibida"">Read more on Last.fm</a>",29739,741139,"['Fangoria', 'Ana Torroja', 'Samantha Hudson', 'Mónica Naranjo', 'Nebulossa']"
ROSALÍA,"Rosalia Vila Tobella, known mononymously as ROSALÍA is a Spanish singer and songwriter. Born and raised in the outskirts of Barcelona, she has been described as an ""untypical pop star"" due to her genre-bending musical styles. After being enthralled by Spanish folk music at age 13, she studied musicology at Catalonia College of Music while also performing at musical bars and weddings. She completed her studies with honors by virtue of her collaborative cover album with Raül Refree, Los Ángeles and the baccalaureate project El Mal Querer. <a href=""https://www.last.fm/music/ROSAL%C3%8DA"">Read more on Last.fm</a>",1817131,194302692,"['Judeline', 'Lily Allen', 'Addison Rae', 'Lorde', 'Zara Larsson']"
ALIAS Chamber Ensemble," <a href=""https://www.last.fm/music/ALIAS+Chamber+Ensemble"">Read more on Last.fm</a>",142,557,"['ALIAS Chamber Ensemble, Gabriela Lena Frank', 'Gabriela Lena Frank', 'Ars Nova Copenhagen', 'Europa Galante', ""Le Concert D'Astrée""]"
Siloé,"Siloé is a Spanish musical group that formed in 2016 in Valladolid, Spain. The band's musical style is a blend of folk, pop-rock, and electronic music. The members are Fito Robles (vocals), Xavi Road (guitar), and Jaco Betanzos (drums), who joined the group in 2022. The members originally met as students at the University of Valladolid.
The band’s name, Siloé, is a reference to the biblical story of Jesus healing a blind man. According to the band <a href=""https://www.last.fm/music/+noredirect/Silo%C3%A9"">Read more on Last.fm</a>",19249,516037,"['Viva Suecia', 'Arde Bogotá', 'Mikel Izal', 'Supersubmarina', 'Veintiuno']"
KALEO,"Kaleo is an Icelandic blues rock band established in 2012 and their first major public appearance Iceland Airwaves Music Festival in November 2012. Their fame came through ""Vor í vaglaskógi"" as it was included on heavy rotation on Icelandic state broadcaster RÚV's radio station Rás 2 featuring on top of the stations Top 10.

The band consists of lead vocalist and guitarist Jökull Júlíusson, drummer David Antonsson, bassist Daniel Kristjansson, lead guitarist Rubin Pollock and harmonicist Þorleifur Gaukur Davíðsson. <a href=""https://www.last.fm/music/Kaleo"">Read more on Last.fm</a>",1195743,20738123,"['Welshly Arms', 'The Blue Stones', 'Royal Deluxe', 'Black Pistol Fire', 'The Record Company']"
Vance Joy,"James Keogh, known professionally as Vance Joy, is a singer-songwriter from Melbourne, Australia . His debut EP God Loves You When You're Dancing was released in March 2013. The single ""Riptide"" became a success on Australian commercial radio and was certified Platinum by the Australian Record Industry Association (ARIA). It was followed up by Dream Your Life Away, his first full-length album, in 2014, featuring the 2 singles from ""God Loves You When Your Dancing"" alongside many new songs <a href=""https://www.last.fm/music/Vance+Joy"">Read more on Last.fm</a>",2400777,49200150,"['The Lumineers', 'The Head and the Heart', 'Hollow Coves', 'Sons of the East', 'George Ezra']"
Gabriel De La Rosa," <a href=""https://www.last.fm/music/Gabriel+De+La+Rosa"">Read more on Last.fm</a>",4,40,[]
GFOTY,"
Polly-Louisa Salmon (born 1990) is a British pop singer known by her stage name GFOTY, an abbreviation of Girlfriend of the Year. From 2014-2018 she has released music through the PC Music label. She made her independent debut in 2018 with the release of her single Boy Next Door. Much of her best-known work has been in the form of mini-mixes.
 <a href=""https://www.last.fm/music/GFOTY"">Read more on Last.fm</a>",231276,6335015,"['Lipgloss Twins', 'Sophie', 'QT', 'Hannah Diamond', 'Namasenda']"
Unorthodocks," <a href=""https://www.last.fm/music/Unorthodocks"">Read more on Last.fm</a>",535,2126,"['Bane Capital', 'Stack Skrilla', 'SmooVth', 'keevin', 'Daniel Son']"
Sidecars,"Sidecars es un nuevo y joven cuarteto madrileño que aúna la tradición del buen pop-rock en castellano con una admirable habilidad para fabricar melodías de alto valor comercial, sin renunciar a un buen tanto por ciento de honestidad y una pizca de pícara chulería. El grupo está liderado por Juancho -guitarra y voz- y se completa con Manu -guitarra-, Hierbas -bajo- y Ruli -batería-. Sidecars son herederos de la saga que arrancó con Tequila y su genuina fijación “stoniana” <a href=""https://www.last.fm/music/Sidecars"">Read more on Last.fm</a>",34768,675491,"['Funambulista', 'Leiva', 'Dani Martín', 'Despistaos', 'Pereza']"
